SeqId,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,RBTreeSortNComp,RBTreeSortTns,
seq_850_12,185000,971748,7215,229560,7414,1767534,
seq_850_13,178225,927669,7212,233972,7018,1398067,
seq_850_14,179297,1014091,7186,218003,7433,1527832,
seq_850_15,181178,952367,7181,257876,7245,1359155,
seq_850_16,180249,1051674,7227,294350,7116,1721806,
seq_850_17,183189,973374,7217,257347,7083,1550849,
seq_850_18,179138,941795,7217,231380,6921,1426502,
seq_850_19,178865,986055,7182,210996,7274,1413852,
seq_850_20,181246,1173052,7235,395700,7075,1470292,
seq_850_21,180711,934742,7187,190591,7484,1448596,
seq_850_22,175951,910685,7226,189324,8151,1468287,
seq_850_23,187862,959755,7198,223012,7067,1486093,
seq_850_24,183226,934143,7182,230374,7111,1401504,
seq_850_25,179118,953596,7213,221826,6962,1483612,
seq_850_26,181607,1059854,7205,199350,7229,1373940,
seq_850_27,186213,954306,7237,223946,7115,1497043,
seq_850_28,181104,971285,7222,232324,22053,1373792,
seq_850_29,180468,936017,7208,223416,7670,1458571,
seq_850_30,184933,1014419,7211,229019,7413,1406970,
seq_850_31,183923,941799,7209,222911,6982,1504987,
seq_850_32,175592,971072,7210,221598,7134,1422704,
seq_850_33,186771,954575,7223,226783,7029,1462256,
seq_850_34,177407,961850,7223,221819,7285,1375694,
seq_850_35,181524,930401,7238,228847,7138,1475874,
seq_850_36,179395,920021,7212,264956,7043,1405867,
seq_850_37,182566,989502,7190,263330,7343,1514717,
seq_850_38,176929,908552,7252,229805,7225,1419321,
seq_850_39,177755,1041400,7208,341347,7244,1661573,
seq_850_40,180622,985535,7236,224275,7043,1997939,
seq_850_41,178715,924331,7210,221813,6971,1438071,
seq_850_42,176878,968141,7218,218695,7060,1454479,
seq_850_43,176446,871292,7185,222376,7321,1480309,
seq_850_44,175577,944780,7188,202142,7184,1379090,
seq_850_45,176816,1232290,7192,190622,7339,1443261,
seq_850_46,180394,1045882,7206,206895,7013,1393609,
seq_850_47,185161,955441,7243,190200,7744,1447731,
seq_850_48,179154,1030168,7210,253877,7201,1786901,
seq_850_49,179170,1386908,7233,352586,7189,1971844,
seq_850_50,184549,1228881,7201,257844,7047,1748173,
seq_850_51,179088,1058414,7235,259643,7162,2002445,
seq_850_52,183829,1190291,7217,255135,7073,1722203,
seq_850_53,182348,1092939,7206,259253,7175,1645138,
seq_850_54,183349,1327317,7204,263729,7432,1692116,
seq_850_55,176538,1052369,7201,262886,7189,1628697,
seq_850_56,180811,1194125,7225,259836,6985,1580759,
seq_850_57,178988,1213366,7214,290931,7400,1607193,
seq_850_58,189509,1208771,7196,253114,7014,1756001,
seq_850_59,181520,1160669,7228,291672,7163,1695051,
seq_850_60,179481,1101999,7206,258881,7217,1538950,
seq_850_61,186705,1202138,7228,259444,7283,1599803,
seq_850_62,178210,1030281,7187,268041,6950,1676189,
seq_850_63,182300,1019298,7228,232597,11645,1459174,
seq_850_64,186800,973897,7224,274037,7569,1377611,
seq_850_65,185751,965693,7230,245817,10134,1447504,
seq_850_66,181195,982775,7211,243464,8204,1387913,
seq_850_67,180118,940591,7232,228440,7406,1478207,
seq_850_68,182353,989357,7212,240390,7459,1435169,
seq_850_69,183381,945329,7183,232491,6987,1486922,
seq_850_70,180792,968361,7218,259340,6982,1496930,
seq_850_71,184695,1045187,7198,243779,7443,1403547,
seq_850_72,176998,1189675,7206,240623,6979,1629086,
seq_850_73,184130,1027058,7206,235492,7545,1474336,
seq_850_74,179451,923880,7219,230463,7179,1515976,
seq_850_75,177214,1043935,7224,292540,7170,1723751,
seq_850_76,183509,1104958,7195,230693,7093,1476789,
seq_850_77,187501,1039212,7239,236237,7002,1525098,
seq_850_78,180157,926258,7215,230091,7697,1539821,
seq_850_79,180101,929993,7195,245036,6962,1446278,
seq_850_80,184734,1264230,7222,364646,7252,1643240,
seq_850_81,186147,977783,7223,213292,6902,1514613,
seq_850_82,181216,1059666,7242,221015,7382,1435440,
seq_850_83,184214,945133,7196,269428,7153,1816428,
seq_850_84,186008,1015054,7191,217749,7136,1520331,
seq_850_85,178793,918484,7209,226567,7430,1380991,
seq_850_86,183463,1246329,7209,277067,7426,1904375,
seq_850_87,179258,983916,7217,232152,9790,1493218,
seq_850_88,178306,1193118,7230,221177,7042,1495962,
seq_850_89,176799,954030,7202,208832,7587,1583457,
seq_850_90,184822,1203611,7224,241101,7113,1439565,
seq_850_91,190150,1050088,7198,238786,7418,1452603,
seq_850_92,185947,1032488,7225,276144,7035,1807268,
seq_850_93,177386,1006594,7218,226389,7013,1423453,
seq_850_94,176943,913411,7198,231211,7171,1521640,
seq_850_95,177327,961286,7188,238920,7727,1403465,
seq_850_96,175345,903666,7226,229558,6894,1531963,
seq_850_97,181096,1033349,7199,225528,6954,1394564,
seq_850_98,170778,1216897,7206,229661,7149,1551369,
seq_850_99,177436,937791,7229,268013,7058,1852753,
seq_900_0,199645,1100345,7703,241315,7545,1560313,
seq_900_1,203850,1016819,7668,245868,7877,1626832,
seq_900_2,198508,1176509,7728,269631,8239,1588374,
seq_900_3,206244,1029126,7717,228293,7477,1564200,
seq_900_4,197621,1004345,7715,233939,7460,1532210,
seq_900_5,209229,1041510,7695,242686,7784,1640281,
seq_900_6,206556,1039817,7703,233250,7589,1565930,
seq_900_7,204849,1023793,7704,216004,7740,1519337,
seq_900_8,203113,1014643,7739,233772,7929,1670912,
seq_900_9,207805,1092923,7710,237862,7647,1545303,
seq_900_10,212279,1100941,7706,236588,8364,1555828,
seq_900_11,207783,1034533,7703,232646,7864,1519943,
seq_900_12,197239,984165,7726,247398,7887,1529169,
seq_900_13,205530,1023473,7705,232200,7624,1609633,
seq_900_14,200397,1208093,7725,255649,7734,1641077,
seq_900_15,205606,1503812,7724,233289,7668,1673586,
seq_900_16,201052,1197539,7729,263830,8105,1751705,
seq_900_17,203364,1050905,7707,249593,7838,1689876,
seq_900_18,201661,1321775,7713,250721,8156,1671577,
seq_900_19,205159,1174831,7712,233873,7782,1615004,
seq_900_20,201912,1190998,7727,255758,7468,1559904,
seq_900_21,211150,1258586,7748,227584,7502,1772820,
seq_900_22,197642,1114907,7704,253282,7364,1721265,
seq_900_23,196360,1039199,7762,258842,8545,1716296,
seq_900_24,202726,1196148,7711,273553,7496,1584977,
seq_900_25,199659,1050559,7692,254339,7513,1872589,
seq_900_26,207187,1210733,7710,261335,7706,1611799,
seq_900_27,203596,1231036,7726,271679,7469,1752706,
seq_900_28,203753,1114268,7697,261599,7508,1618726,
seq_900_29,194506,1240006,7698,275679,7555,1626143,
seq_900_30,198619,1173320,7710,255610,7555,1585072,
seq_900_31,203136,1105566,7713,204093,8818,1558522,
seq_900_32,197814,1055218,7714,237045,7530,1584313,
seq_900_33,195995,1021775,7704,201173,7379,1560851,
seq_900_34,194519,974026,7733,199502,7458,1538489,
seq_900_35,212441,1050473,7728,208200,7936,1503098,
seq_900_36,204386,1012183,7736,200793,7458,1493735,
seq_900_37,198592,981986,7684,223837,7504,1543449,
seq_900_38,194128,955349,7724,231790,8684,1557536,
seq_900_39,212797,1061730,7715,211701,7561,1535019,
seq_900_40,200553,983289,7720,233694,7723,1515375,
seq_900_41,201424,1066613,7714,243704,8306,1472623,
seq_900_42,205282,1043871,7741,233936,7704,1609850,
seq_900_43,207349,1014962,7717,242736,7621,1498707,
seq_900_44,198512,973214,7693,235303,7363,1545931,
seq_900_45,205674,1007632,7730,244419,7522,1586292,
seq_900_46,199416,1036672,7731,202735,7864,1529437,
seq_900_47,200850,984208,7708,243208,7578,1614399,
seq_900_48,208343,1072383,7754,233563,7534,1522858,
seq_900_49,207031,1015005,7673,241865,9816,1606491,
seq_900_50,209725,1537935,7723,249556,7733,1930248,
seq_900_51,205164,1022920,7705,220983,7534,1512572,
seq_900_52,206630,1026312,7709,210101,7942,1669200,
seq_900_53,202236,993774,7702,241619,7628,1553009,
seq_900_54,201626,1015956,7698,212939,7947,1606253,
seq_900_55,200311,998080,7717,211080,7701,1583429,
seq_900_56,202818,1007073,7678,200471,7466,1603162,
seq_900_57,193717,964958,7713,213480,7401,1529282,
seq_900_58,206134,1273119,7733,222695,8014,1554866,
seq_900_59,202196,1016325,7697,204750,8171,1555093,
seq_900_60,207769,1061252,7721,209326,7606,1542015,
seq_900_61,198071,1053374,7688,234028,7622,1828253,
seq_900_62,195592,975176,7714,213523,7437,1517428,
seq_900_63,204137,1193786,7712,205927,7514,1520751,
seq_900_64,204604,1036416,7686,212273,7501,1839004,
seq_900_65,200470,1076729,7724,203408,8010,1522782,
seq_900_66,203352,1008725,7722,207801,7469,1543621,
seq_900_67,207485,1353473,7717,311718,7689,1768323,
seq_900_68,204965,1171781,7694,255666,7989,1539505,
seq_900_69,203749,1140724,7679,240779,7742,1644914,
seq_900_70,204822,1041649,7726,275519,7461,1704617,
seq_900_71,209927,1168719,7735,246760,7678,1520909,
seq_900_72,199606,1010107,7688,255991,7606,1610689,
seq_900_73,209113,1161580,7710,257876,7702,1762225,
seq_900_74,199408,1098418,7725,263958,8718,1549226,
seq_900_75,203917,1193565,7667,230896,7631,1589940,
seq_900_76,206338,1083659,7702,242145,7399,1552751,
seq_900_77,207457,1066068,7708,243109,7575,1609609,
seq_900_78,203878,1041426,7696,275551,7592,1564030,
seq_900_79,197753,1001311,7697,261814,8513,1629323,
seq_900_80,203279,1144366,7698,247684,7658,1544552,
seq_900_81,215120,1104740,7697,258423,7676,1581455,
seq_900_82,204974,1016192,7713,201796,7444,1498440,
seq_900_83,200904,998939,7676,208805,7592,1561887,
seq_900_84,201898,998087,7699,208147,7546,1569224,
seq_900_85,206326,1063342,7709,244421,7563,1527610,
seq_900_86,207661,1016724,7693,232815,7639,1653338,
seq_900_87,198512,1189267,7687,250185,7509,1609236,
seq_900_88,201581,1286789,7704,204002,7683,1483991,
seq_900_89,196286,973866,7709,207059,8128,1577568,
seq_900_90,202268,1036981,7719,246584,7552,1444543,
seq_900_91,209225,1142545,7717,228666,7908,1954273,
seq_900_92,205709,1022080,7682,206919,7553,1551944,
seq_900_93,200951,1189226,7718,230371,7846,1541127,
seq_900_94,197997,1033613,7693,203429,7733,1662338,
seq_900_95,208278,1226539,7714,220731,7794,1595790,
seq_900_96,201212,1020020,7696,202966,8120,1572255,
seq_900_97,205327,1122918,7686,252741,7411,1695333,
seq_900_98,198751,988222,7727,207888,7677,1571628,
seq_900_99,205809,1065952,7716,249617,7982,1812219,
seq_950_0,226948,1201962,8220,279232,8245,1789027,
seq_950_1,234689,1291143,8221,277642,8259,1751634,
seq_950_2,225611,1135879,8235,214641,9471,1636265,
seq_950_3,228050,1391754,8186,218372,8104,1856818,
seq_950_4,227178,1136314,8209,214375,7887,1682441,
seq_950_5,223249,1108068,8237,213250,8006,1719487,
seq_950_6,224354,1110552,8188,214971,8194,1691530,
seq_950_7,232302,1155940,8227,221065,8900,1667950,
seq_950_8,221624,1085252,8201,245264,7939,1753733,
seq_950_9,222691,1129968,8217,246987,7875,1757890,
seq_950_10,229747,1174901,8178,246984,8057,1725668,
seq_950_11,222371,1087782,8213,253484,8434,1676944,
seq_950_12,226221,1105492,8227,245027,8059,1729510,
seq_950_13,219414,1081848,8205,248287,7858,1662770,
seq_950_14,221502,1083284,8194,253852,7975,1731790,
seq_950_15,228371,1128283,8215,224974,8406,1744241,
seq_950_16,225441,1148310,8205,245893,7999,1678654,
seq_950_17,223038,1100630,8216,250666,7840,1717200,
seq_950_18,227495,1151545,8204,246169,8514,1756423,
seq_950_19,229302,1123162,8196,245697,7996,1681480,
seq_950_20,224735,1115359,8222,214158,7967,1669307,
seq_950_21,220595,1089838,8184,213996,9215,1752445,
seq_950_22,223285,1091784,8226,245587,8021,1637747,
seq_950_23,230504,1411978,8219,264159,11232,1867292,
seq_950_24,229549,1382792,8161,310985,7845,1684719,
seq_950_25,225094,1245742,8192,260751,8088,3254844,
seq_950_26,222573,1204770,8192,218022,8020,2010158,
seq_950_27,221722,1171858,8174,217529,8198,1680956,
seq_950_28,230592,1217513,8222,212824,7988,1789834,
seq_950_29,231759,1203294,8197,216715,7915,2046105,
seq_950_30,226027,1195287,8200,249513,7953,1895823,
seq_950_31,233522,1183889,8207,214871,8144,1875142,
seq_950_32,225017,1259676,8233,254700,8623,2104612,
seq_950_33,227779,1176292,8205,259420,7912,1761096,
seq_950_34,227148,1223600,8214,277992,7987,1892824,
seq_950_35,230223,1140228,8178,214525,8411,2060508,
seq_950_36,216976,1124485,8249,216044,8280,1864714,
seq_950_37,221049,1101843,8203,213153,8072,1696543,
seq_950_38,222073,1446932,8204,419774,8463,1954867,
seq_950_39,225996,1117486,8196,213479,8168,1777159,
seq_950_40,227349,1162222,8223,214683,8468,1782865,
seq_950_41,232477,1198205,8203,250821,7965,1715479,
seq_950_42,214510,1061949,8220,263687,7872,1704593,
seq_950_43,219216,1072874,8212,284159,7930,1748209,
seq_950_44,225871,1104926,8193,245656,8330,1688530,
seq_950_45,225017,1143198,8227,244927,8118,1850550,
seq_950_46,226895,1111293,8215,245987,7828,1655706,
seq_950_47,229284,1120557,8175,246362,8090,1756498,
seq_950_48,220351,1123466,8200,284345,8131,1693854,
seq_950_49,217456,1065538,8213,246386,8194,1678207,
seq_950_50,233397,1142217,8210,245607,7933,1766746,
seq_950_51,218429,1226443,8194,246118,7962,1702172,
seq_950_52,227490,1173145,8196,267446,8052,1684081,
seq_950_53,223281,1092634,8192,245502,8132,1767568,
seq_950_54,227617,1114590,8206,245766,8598,1694381,
seq_950_55,229678,1147722,8183,246253,7967,1641836,
seq_950_56,220098,1077882,8202,246901,7894,1671206,
seq_950_57,223219,1413317,8186,229049,8240,1928712,
seq_950_58,228542,1184896,8205,215192,8118,2339990,
seq_950_59,218326,1167139,8189,217586,8037,1765617,
seq_950_60,222041,1108839,8187,213052,8133,1704811,
seq_950_61,230356,1402989,8181,216376,8396,1778388,
seq_950_62,225675,1169418,8220,216024,8013,1868714,
seq_950_63,242289,1262564,8208,218386,8141,1760730,
seq_950_64,222959,1105206,8167,212902,7900,1689611,
seq_950_65,231996,1225343,8217,219615,7990,1973931,
seq_950_66,226175,1128616,8182,216274,8904,1691274,
seq_950_67,221614,1167917,8230,261971,9711,1670205,
seq_950_68,222830,1113942,8205,212802,8233,1948021,
seq_950_69,217042,1127267,8207,262402,8171,1795691,
seq_950_70,230712,1147470,8231,213818,7939,1699741,
seq_950_71,220096,1197874,8226,215858,8002,1875633,
seq_950_72,221672,1099147,8229,214045,7945,1668563,
seq_950_73,222322,1283145,8175,219116,8102,1659742,
seq_950_74,220269,1103578,8191,213119,8044,2004714,
seq_950_75,228607,1133149,8255,216836,7967,1818989,
seq_950_76,235950,1168064,8198,211481,7964,1670077,
seq_950_77,237388,1217934,8203,245319,7896,1776844,
seq_950_78,221128,1119913,8216,251576,8020,1763309,
seq_950_79,222832,1090682,8205,245899,8486,1735421,
seq_950_80,232016,1138868,8203,245286,8129,1748620,
seq_950_81,228446,1139694,8178,222961,7944,1680336,
seq_950_82,228190,1115283,8217,245463,7915,1701886,
seq_950_83,227875,1113813,8223,244314,8494,1658537,
seq_950_84,234782,1189144,8228,245302,7860,1705232,
seq_950_85,221772,1084697,8199,245036,8013,1802888,
seq_950_86,217188,1063631,8223,246488,7976,1611604,
seq_950_87,226744,1217636,8199,260121,8224,1801807,
seq_950_88,220636,1081792,8218,248000,8131,1904696,
seq_950_89,220355,1112366,8212,214247,8137,1728414,
seq_950_90,231201,1173838,8221,247859,9076,1727719,
seq_950_91,226329,1153427,8188,246385,8895,1683455,
seq_950_92,231680,1280342,8219,217190,8227,1826216,
seq_950_93,234390,1161244,8195,213306,8455,1912212,
seq_950_94,225852,1241467,8210,249909,7973,1827909,
seq_950_95,226837,1133496,8212,214574,8126,1686884,
seq_950_96,235266,1236711,8204,217062,8033,1976467,
seq_950_97,228514,1148606,8208,216403,8365,1673058,
seq_950_98,225167,1292666,8193,256042,8531,1742194,
seq_950_99,224041,1110922,8209,214768,8231,1800955,
seq_1000_0,251323,1352307,8704,293059,8685,1906005,
seq_1000_1,253552,1254350,8680,239969,8566,1794504,
seq_1000_2,257358,1614077,8727,248948,8534,1905859,
seq_1000_3,254113,1263213,8710,237395,8642,1861152,
seq_1000_4,252857,1263487,8706,232105,9382,1849399,
seq_1000_5,245189,1231386,8709,250459,8644,1927733,
seq_1000_6,251982,1298310,8700,230877,8622,1787920,
seq_1000_7,247685,1224165,8713,240257,8424,1923458,
seq_1000_8,261381,1296906,8713,230288,8416,1859755,
seq_1000_9,233975,1176022,8728,241263,8635,1820870,
seq_1000_10,258293,1283417,8684,228750,8347,1777834,
seq_1000_11,255361,1300262,8695,270605,20238,1870351,
seq_1000_12,245360,1198313,8678,260995,8556,1925498,
seq_1000_13,248803,1213721,8712,268883,9097,1898989,
seq_1000_14,240883,1238379,8725,298689,9342,1844102,
seq_1000_15,252629,1274066,8742,265884,8447,1856487,
seq_1000_16,254117,1282987,8720,258298,9813,1826031,
seq_1000_17,259046,1264011,8715,250927,8694,1806747,
seq_1000_18,239605,1172860,8709,269399,8430,1998019,
seq_1000_19,246015,1204036,8713,259861,9210,1952209,
seq_1000_20,251543,1259540,8697,276091,8644,1915119,
seq_1000_21,248193,1251378,8712,259610,8848,1866593,
seq_1000_22,258222,1351121,8729,268436,8362,1810299,
seq_1000_23,245071,1212611,8695,228934,8361,1861933,
seq_1000_24,251474,1226907,8691,265668,8531,1866233,
seq_1000_25,252470,1286826,8729,228965,8836,2030246,
seq_1000_26,255537,1301715,8709,240043,8474,2095454,
seq_1000_27,251570,1353368,8703,245506,8875,1836494,
seq_1000_28,247885,1259809,8725,266212,8704,1837169,
seq_1000_29,254873,1440355,8722,245044,8779,1875592,
seq_1000_30,251622,1230630,8693,312907,8559,2212790,
seq_1000_31,246890,1331287,8680,235309,9536,1783734,
seq_1000_32,250181,1237428,8716,227819,9123,1834171,
seq_1000_33,250923,1432957,8675,334559,8537,1878918,
seq_1000_34,249351,1234431,8677,227756,9330,1946890,
seq_1000_35,241336,1251110,8692,243540,8395,1856874,
seq_1000_36,243704,1223722,8685,234081,8628,1884500,
seq_1000_37,249513,1240064,8712,260754,9216,1828297,
seq_1000_38,257304,1270684,8706,246849,8530,2055449,
seq_1000_39,248765,1230486,8720,246292,9021,1821425,
seq_1000_40,251455,1388567,8684,235123,8861,1913485,
seq_1000_41,249603,1538401,8725,271843,8516,1922473,
seq_1000_42,251795,1292309,8682,225475,8301,1798129,
seq_1000_43,250432,1244161,8679,238306,8643,1803177,
seq_1000_44,259708,1360196,8680,226755,8841,1802064,
seq_1000_45,249503,1235829,8681,234434,8950,1799760,
seq_1000_46,242851,1192310,8686,259259,9266,1813289,
seq_1000_47,246365,1247411,8700,267442,8808,1822511,
seq_1000_48,251517,1313767,8696,258723,8839,1892856,
seq_1000_49,247784,1236162,8749,238099,8627,1863256,
seq_1000_50,244531,1212267,8711,237298,8374,1819737,
seq_1000_51,260877,1323257,8706,228762,9057,1850541,
seq_1000_52,246010,1235690,8717,239399,8627,1818345,
seq_1000_53,244578,1211530,8720,227437,8294,1860378,
seq_1000_54,250203,1249771,8697,249772,8595,1816460,
seq_1000_55,253139,1250571,8691,227643,10212,1837491,
seq_1000_56,251836,1247894,8679,240754,8874,1849404,
seq_1000_57,245384,1217698,8697,225701,8632,1815491,
seq_1000_58,252847,1273050,8695,245150,8533,1779285,
seq_1000_59,244537,1450168,8689,281619,8431,1864562,
seq_1000_60,244871,1529061,8703,259692,8559,1939015,
seq_1000_61,249620,1278548,8690,255720,8270,1921155,
seq_1000_62,255031,1266941,8711,237177,8545,1805778,
seq_1000_63,256598,1299438,8707,271488,8637,1823280,
seq_1000_64,246021,1276252,8708,238135,8829,1927661,
seq_1000_65,239549,1285300,8731,229651,8626,1817709,
seq_1000_66,251315,1253044,8705,227987,9493,2040741,
seq_1000_67,246283,1274516,8718,254831,8620,1950600,
seq_1000_68,250186,1376746,8708,264716,8598,2084078,
seq_1000_69,255888,1350597,8671,272532,8557,2177787,
seq_1000_70,252005,1419742,8681,256931,8551,2073631,
seq_1000_71,255440,1384921,8716,276135,8923,2047047,
seq_1000_72,257448,1418790,8700,254372,9329,2055040,
seq_1000_73,251451,1345311,8711,277667,8625,2064094,
seq_1000_74,249958,1356404,8714,249680,8247,2036052,
seq_1000_75,248222,1304076,8713,260477,8354,1895743,
seq_1000_76,249036,1291140,8706,225962,9259,1941583,
seq_1000_77,249772,1256643,8687,240914,11024,1910004,
seq_1000_78,250976,1284181,8695,231260,8672,1763329,
seq_1000_79,246205,1264724,8711,233754,8907,1771417,
seq_1000_80,246793,1230484,8706,230484,9759,1829692,
seq_1000_81,251450,1244261,8736,230077,8422,1891034,
seq_1000_82,255332,1269129,8706,235684,8539,1829029,
seq_1000_83,252502,1291149,8724,223794,8384,1700736,
seq_1000_84,250213,1235502,8709,231058,8430,1898013,
seq_1000_85,252635,1245905,8710,231622,9180,1831245,
seq_1000_86,258290,1283959,8707,227236,8758,1771820,
seq_1000_87,251979,1242430,8694,244543,8724,1777542,
seq_1000_88,249239,1227408,8693,256269,8747,1811593,
seq_1000_89,249672,1264663,8708,268721,8324,1727474,
seq_1000_90,262119,1286809,8719,257220,8469,1821145,
seq_1000_91,244876,1201303,8681,268228,8253,1720883,
seq_1000_92,253848,1273631,8701,255047,9839,1870218,
seq_1000_93,249608,1247768,8710,305209,8744,1897206,
seq_1000_94,247882,1235838,8711,250831,8671,1830966,
seq_1000_95,246969,1220539,8736,242756,8706,1786894,
seq_1000_96,255483,1260797,8715,223280,8464,1988928,
seq_1000_97,239671,1198135,8693,246362,8590,1813740,
seq_1000_98,249064,1228803,8681,225213,9001,1784439,
seq_1000_99,253453,1251147,8725,240551,8619,1806273,
seq_1050_0,263044,1310366,9262,242173,9226,1993583,
seq_1050_1,283228,1400469,9234,259124,9664,1972589,
seq_1050_2,268069,1321959,9188,235785,9201,2022926,
seq_1050_3,276665,1418448,9225,253879,8977,1881385,
seq_1050_4,270849,1343962,9225,236497,9012,2017005,
seq_1050_5,279274,1381679,9177,248590,9950,2195955,
seq_1050_6,281949,1402545,9237,313037,9174,1913469,
seq_1050_7,276082,1355787,9221,279037,8938,1921533,
seq_1050_8,268697,1426610,9250,243744,9681,2086741,
seq_1050_9,276166,1379339,9205,251409,9373,1972851,
seq_1050_10,262400,1320497,9201,240820,9070,1888901,
seq_1050_11,268772,1428608,9207,259194,9855,1972069,
seq_1050_12,276381,1443737,9203,269346,8993,1999170,
seq_1050_13,273048,1373928,9188,275678,9290,1937712,
seq_1050_14,275914,1343299,9247,269838,8984,1888479,
seq_1050_15,275303,1339753,9211,272855,9204,1901667,
seq_1050_16,275267,1382824,9224,270253,9331,1965397,
seq_1050_17,279866,1405021,9203,274117,9301,1955802,
seq_1050_18,282101,1407360,9215,248886,9082,2017043,
seq_1050_19,271461,1330812,9200,276476,8821,1989705,
seq_1050_20,267611,1310736,9199,271103,8987,1944857,
seq_1050_21,282039,1416862,9210,273102,9497,1920421,
seq_1050_22,274822,1338111,9197,275395,10076,1917006,
seq_1050_23,281093,1367116,9221,271576,9501,1966304,
seq_1050_24,273052,1373744,9227,271034,8771,1940753,
seq_1050_25,277302,1402543,9185,272744,9251,1944848,
seq_1050_26,273326,1341266,9226,270096,8886,1986668,
seq_1050_27,276787,1507207,9183,270026,9116,1984189,
seq_1050_28,267063,1414248,9211,350656,9568,2216258,
seq_1050_29,271323,1510208,9228,284947,9795,2163661,
seq_1050_30,280599,1540339,9220,299637,9555,2092565,
seq_1050_31,274968,1571135,9218,327072,8983,2205414,
seq_1050_32,277868,1673641,9255,293503,8974,2569998,
seq_1050_33,270152,1544005,9208,280089,8822,2038119,
seq_1050_34,278641,2274824,9224,371786,8908,2221602,
seq_1050_35,280914,1629062,9225,306525,10193,2629544,
seq_1050_36,269256,1554252,9244,288930,9148,2544633,
seq_1050_37,270840,1833867,9233,317636,9597,2339675,
seq_1050_38,282340,1491032,9215,283556,9099,2147083,
seq_1050_39,277287,1480131,9197,282934,8939,2053477,
seq_1050_40,272245,1581515,9224,288398,9278,2294918,
seq_1050_41,274670,1418687,9209,279494,9312,2454149,
seq_1050_42,278563,1436465,9205,277068,8798,2063044,
seq_1050_43,271438,1429742,9194,278011,8948,2017970,
seq_1050_44,276614,1445494,9226,276774,10664,2260094,
seq_1050_45,272320,1478273,9225,317475,8913,2549488,
seq_1050_46,270880,1457538,9217,280405,9913,2049216,
seq_1050_47,265517,1458183,9241,344416,9061,1978287,
seq_1050_48,276360,1497234,9228,318475,9099,2016404,
seq_1050_49,281659,1512283,9244,277891,8962,2008486,
seq_1050_50,280162,1443257,9227,285044,10310,2013334,
seq_1050_51,286528,1476279,9247,274421,8932,2031354,
seq_1050_52,279082,1404816,9241,277083,9442,2034003,
seq_1050_53,274917,1391186,9230,274255,8934,1949827,
seq_1050_54,279371,1465293,9242,275056,9099,1869474,
seq_1050_55,279576,1451528,9178,273050,16959,1949979,
seq_1050_56,285960,1473258,9245,302980,14016,1853987,
seq_1050_57,288185,1448297,9212,276332,9130,2155469,
seq_1050_58,278285,1599298,9238,307997,9312,2155928,
seq_1050_59,279819,1658907,9222,317593,9096,2204150,
seq_1050_60,283891,1482415,9236,318356,8875,2190551,
seq_1050_61,275375,1884733,9225,280999,9073,2389725,
seq_1050_62,277242,1479872,9209,280472,9382,1941131,
seq_1050_63,280407,1537006,9210,268525,9330,2137144,
seq_1050_64,272901,1761615,9181,333831,9292,2127713,
seq_1050_65,281288,1496625,9249,292717,9293,1954947,
seq_1050_66,279478,1642690,9230,329055,11193,2206155,
seq_1050_67,273012,1565595,9172,277053,8907,2020878,
seq_1050_68,271208,1566514,9230,282661,8886,2140846,
seq_1050_69,271592,1396815,9210,273641,9064,2355232,
seq_1050_70,283155,1508919,9230,291730,9488,1947167,
seq_1050_71,277910,1555179,9212,274668,8968,2259033,
seq_1050_72,276786,1603134,9213,289503,8973,2129427,
seq_1050_73,272366,1414360,9205,294201,9286,2001537,
seq_1050_74,285334,1505545,9251,245068,8912,1975283,
seq_1050_75,274293,1471520,9207,234822,9113,1877855,
seq_1050_76,275317,1458673,9188,280918,8701,2001176,
seq_1050_77,281487,1421702,9207,271289,9199,1941859,
seq_1050_78,283503,1425737,9189,277402,9253,2011854,
seq_1050_79,284263,1500448,9220,306589,22352,1956744,
seq_1050_80,282362,1462065,9221,277381,9008,1935619,
seq_1050_81,274965,1375947,9202,322102,8864,1908353,
seq_1050_82,276587,1384731,9208,277263,8928,1942460,
seq_1050_83,277251,1441791,9237,268853,9260,2014634,
seq_1050_84,276043,1510204,9204,279054,9209,1957307,
seq_1050_85,272613,1434422,9217,287092,8881,1907463,
seq_1050_86,283010,1414335,9235,278066,9127,1964087,
seq_1050_87,280577,1413266,9214,266656,9773,2043949,
seq_1050_88,284102,1444653,9206,277613,9382,1996703,
seq_1050_89,275173,1456359,9234,267678,9705,1926446,
seq_1050_90,275369,1699205,9194,341630,9066,2423185,
seq_1050_91,281809,1708383,9222,239365,9116,1916062,
seq_1050_92,275519,1442814,9198,245468,9131,1840010,
seq_1050_93,281553,1481608,9194,273854,9318,2020185,
seq_1050_94,273613,1405239,9204,247864,9297,2012596,
seq_1050_95,280905,1542788,9219,238946,9274,2144782,
seq_1050_96,283897,1438592,9222,288776,8989,1956884,
seq_1050_97,270222,1427860,9207,235125,12142,2080851,
seq_1050_98,279131,1506046,9219,286637,9110,1961133,
seq_1050_99,280003,1500393,9215,254269,8791,2119366,
seq_1100_0,302406,1530563,9743,267711,12325,2358912,
seq_1100_1,313565,1802496,9756,252918,10400,2073865,
seq_1100_2,306821,1550779,9741,308683,9854,2074321,
seq_1100_3,299917,2105106,9707,252085,9640,2108260,
